"ASBR07A","ASBR07B","ASBR07C","ASBR07D","ASBR07E","ASBR07F","ASBR07G","ASBR07H","ASRREA01","ASRREA02","ASRREA03","ASRREA04","ASRREA05"
"2","3","3","3","2","2","2","2",655.75693,607.50692,667.58179,582.85324,636.88027
"2","2","4","2","2","2","2","1",623.9648,580.71278,625.47851,598.17353,577.61913
"2","3","1","4","3","2","3","2",620.90623,499.72645,559.19576,551.59692,572.63122
"3","1","4","3","2","3","2","1",570.39936,611.28629,619.72972,577.08869,628.91387
"2","2","3","2","2","2","2","2",671.29119,604.82071,638.2779,616.41156,557.68144
"1","2","2","2","3","1","1","2",688.0801,600.5515,573.58137,622.24939,655.06475
"2","2","4","2","1","1","2","1",603.70117,636.17446,619.53967,599.63717,623.16131
"1","3","2","3","2","2","2","2",577.80565,583.15716,546.10693,587.10242,563.52282
"2","2","3","2","2","2","2","2",623.69205,612.07783,640.78573,617.25351,574.86065
"2","1","4","1","1","2","3","1",514.88415,572.40635,495.4332,548.6485,563.94869
"2","3","1","3","4","2","3","3",600.53971,599.48166,609.14491,664.43435,609.09106
"2","2","4","2","1","1","1","1",569.31843,564.97054,597.29884,495.83767,622.77319
"1","2","2","2","3","2","2","2",609.45519,607.19648,599.13035,576.52028,651.25884
"2","3","1","3","3","2","3","1",549.88374,480.28124,514.10609,495.20551,500.73876
"3","2","4","2","1","1","1","1",495.75589,491.01603,479.99077,541.31213,540.94604
"1","2","3","4","2","1","1","1",465.49555,450.05669,477.71764,444.58634,456.12
"2","3","3","4","3","2","2","1",640.55872,611.22724,608.259,626.22934,607.14697
"3","2","4","1","1","1","1","1",442.64028,438.38012,435.13086,417.1046,415.99385
"3","4","1","4","4","4","3","2",465.15909,442.54735,510.88653,468.82119,444.73612
"2","2","3","2","2","2","3","2",595.26148,602.10266,650.65645,605.78651,651.72594
"3","3","4","1","1","1","1","1",598.8284,640.85176,615.52166,635.68829,607.94803
"1","1","4","1","1","1","1","1",392.185,407.87101,434.00941,423.53548,433.91083
"2","1","4","1","1","1","1","1",492.27843,505.91835,493.13352,563.31015,591.35942
"1","2","4","2","2","1","1","1",547.26788,637.86929,579.6554,581.77604,540.5368
"2","1","4","1","2","1","1","2",478.73352,447.74828,394.3157,475.50343,491.05577
"1","2","2","3","3","2","2","2",688.0801,643.38948,697.43729,686.74656,726.19758
"1","2","3","3","2","1","2","1",656.15272,681.6699,647.84138,650.86048,726.28754
"2","2","4","1","1","1","1","1",618.50908,600.19691,550.08687,569.83444,612.49664
"2","2","4","2","1","1","1","2",532.76956,506.35263,519.99646,589.1665,591.35942
"1","1","1","1","2","1","1","1",529.62855,545.73134,530.956,523.21113,614.0804
"4","4","1","4","2","2","4","4",537.75306,528.99853,502.24087,487.36046,517.91284
"2","1","3","2","2","1","1","1",601.02354,653.47197,579.53985,640.78517,651.41997
"1","2","3","2","2","2","2","1",605.72777,625.41257,622.55529,634.61612,637.93672
"3","3","1","4","4","2","4","4",604.78953,542.55385,586.78534,586.01546,558.71789
"1","2","3","1","1","2","1","2",607.92616,537.9931,630.11429,585.53973,563.21276
"1","2","1","4","4","1","1","2",634.2648,655.68837,641.21634,583.52317,647.14625
"1","2","2","3","2","2","1","2",688.0801,683.26429,584.0284,602.30293,624.16751
"1","1","3","2","2","1","1","2",519.47135,536.46084,556.32584,525.80196,512.21854
"1","2","3","2","2","1","1","1",632.48001,657.29693,614.11912,598.88626,616.32717
"2","2","3","3","2","2","2","2",512.84809,574.0067,550.40347,568.87065,570.06372
"1","1","4","1","1","1","1","1",459.82621,456.79738,511.75959,411.53558,483.80161
"1","2","3","2","3","2","2","2",500.2691,506.41908,495.8743,488.49719,568.76705
"2","4","3","3","2","1","3","1",523.92196,540.9726,528.30916,562.44736,553.22648
"1","1","4","1","2","2","1","2",449.66595,458.5187,477.79666,480.83884,461.02339
"2","2","4","2","2","3","2","2",581.219,664.03803,673.82385,632.18192,632.02405
"1","1","3","3","2","2","2","1",605.72777,643.34348,644.64261,639.28633,578.61343
"2","1","4","1","1","1","2","1",542.01275,589.43204,547.85078,540.46772,529.59335
"2","2","3","4","1","1","2","1",558.71994,622.0146,554.63221,581.77604,561.97619
"3","2","3","2","2","2","2","2",602.85962,625.88834,626.37687,606.45952,576.68739
"2","3","3","4","1","1","2","2",619.29151,569.29736,610.02188,520.26897,554.56879
"1","3","2","1","3","1","1","1",514.88242,515.44579,476.81824,480.79522,533.89907
"3","2","3","2","2","2","1","1",434.65063,456.39647,434.055,416.9765,443.9007
"1","2","3","1","1","1","1","1",423.3728,441.83672,440.33935,389.32294,402.61726
"2","2","4","2","1","2","2","2",662.46659,595.55041,581.7461,701.37187,635.71878
"1","2","3","2","2","2","1","1",546.32027,587.87605,574.43878,584.81366,594.04589
"1","4","2","3","3","1","1","1",562.36584,539.62056,547.6276,551.98695,542.87485
"2","2","3","2","2","2","2","2",665.18656,616.8338,607.23006,622.24939,606.94553
"2","2","2","3","3","3","2","3",558.01353,599.64391,554.63221,585.66895,550.30645
"4","4","4","4","4","4","4","3",563.56034,615.43811,604.80608,592.17209,638.10247
"2","2","4","1","1","1","2","1",603.70117,648.16198,619.53967,607.27273,616.35466
"3","4","1","4","4","3","2","2",473.82574,474.9311,490.07438,477.63752,475.25796
"1","2","2","1","2","1","1","1",688.0801,614.60292,678.55368,704.5536,648.7454
"1","2","3","2","2","2","1","1",564.57278,607.87363,621.14184,572.55572,597.88134
"1","4","2","4","2","2","4","2",491.46079,525.85493,551.7272,510.37543,544.40209
"1","3","2","3","2","2","2","2",514.88242,520.08355,495.8743,481.27517,527.47459
"3","3","3","4","3","2","2","2",567.71979,573.33171,564.73423,577.50839,591.05448
"1","1","4","2","1","3","1","2",507.45292,544.3909,554.61729,515.69863,505.23218
"2","2","3","2","2","2","2","2",596.88699,599.04799,652.36027,621.97247,657.51747
"1","3","1","4","4","1","1","1",649.1755,652.48027,614.11912,578.48767,622.3621
"1","2","4","3","1","1","1","1",523.32018,583.32608,550.63931,538.44551,542.87485
"2","1","4","2","2","2","2","1",551.50487,600.44183,565.15301,595.13365,626.88393
"2","3","2","3","3","2","2","2",491.9266,475.52004,500.97764,472.07712,502.52499
"4","4","1","4","4","3","2","2",593.259,546.50235,575.55456,551.87867,550.43589
"2","2","3","3","3","2","2","1",560.77157,512.58161,561.06648,556.84273,559.26007
"3","3","2","2","3","2","3","3",637.23167,619.71533,590.78164,545.57126,619.83481
"3","1","3","3","2","2","2","2",512.80606,572.11543,550.40347,525.83378,565.8821
"2","2","3","2","2","2","2","2",621.83562,604.5191,596.68651,602.38545,634.72027
"2","2","1","4","4","2","3","2",663.93466,615.19782,626.63287,704.5536,606.04159
"4","2","4","2","2","2","2","4",556.24686,598.61545,562.10663,585.42077,617.27346
"2","2","3","3","2","1","2","2",546.046,534.91081,605.43754,564.47963,550.476
"4","2","2","3","2","1","1","1",542.23125,589.43204,601.20829,560.59811,596.77268
"2","2","4","1","1","1","2","1",558.07378,601.70925,585.66163,584.85656,573.59157
"2","3","2","3","3","2","2","2",598.28881,514.64202,562.92752,568.56212,571.21741
"3","2","3","3","2","3","2","2",626.10895,592.31634,625.47851,579.69738,606.19103
"2","2","2","3","3","2","2","2",633.51107,657.29693,594.63388,641.78827,655.58918
"2","3","3","3","2","2","2","2",587.50977,559.70934,562.92351,539.33622,532.57296
"2","1","4","1","2","1","1","1",567.93931,535.25462,564.18746,565.92192,553.56003
"2","3","2","3","3","1","2","2",538.81566,508.6786,498.10535,541.79505,504.18927
"1","1","3","3","2","1","1","1",465.49555,433.85377,468.48815,456.72388,483.80161
"2","2","4","3","2","2","2","2",639.8914,660.30888,667.58179,677.40759,650.10474
"2","2","3","2","2","2","2","2",517.69735,494.63098,524.70632,541.4277,507.14109
"3","2","2","3","3","2","2","1",547.43132,574.83922,508.41327,547.85879,561.92808
"2","3","3","3","2","2","2","1",538.30487,579.92319,574.43878,528.06814,552.65312
"3","2","3","1","2","3","3","1",662.3584,638.68425,626.63287,643.24134,592.00037
"2","2","3","2","2","2","2","1",560.15635,509.4988,550.05477,544.0017,540.30468
"3","3","2","4","2","3","2","2",619.35919,610.93929,547.7236,583.95056,588.57909
"3","4","1","3","3","3","3","3",563.10583,607.39991,609.66093,566.28844,587.68674
"2","3","3","2","2","2","1","1",667.52336,589.72234,638.2779,677.342,617.44814
"1","3","1","3","3","2","4","4",446.46357,487.83114,431.26801,490.86478,494.40556
"2","3","2","3","3","2","3","2",568.96131,571.15516,604.11916,604.13884,557.77621
"2","1","4","1","1","1","2","1",528.01169,502.22935,515.6639,515.09152,518.03643
"4","4","1","4","4","3","4","1",543.00971,508.30388,510.3663,561.98446,530.15932
"2","2","4","2","1","2","3","2",625.6295,580.71278,573.90559,563.85979,552.94646
"1","2","2","4","4","2","3","3",455.48215,486.08415,415.00891,366.99319,408.73517
"2","2","3","2","2","2","2","2",569.66619,559.82363,550.24141,563.5181,559.36008
"2","2","3","4","3","2","2","1",640.55872,601.45909,542.37373,607.60231,657.47306
"2","2","3","2","2","2","1","1",590.55083,566.46779,588.88129,542.68545,539.13663
"2","2","4","2","2","1","1","1",474.27679,433.85377,409.17843,425.27173,458.34748
"2","2","3","3","2","2","2","2",512.84809,581.53216,550.63931,535.7622,519.14469
"1","2","3","3","2","1","1","1",427.24128,441.83672,397.36167,356.67226,348.24608
"2","2","1","4","3","3","1","1",620.90623,612.07783,604.55348,602.38545,630.0055
"3","2","3","3","3","2","2","2",582.98486,559.70934,597.32631,611.12644,505.02859
"4","3","2","3","3","3","3","3",577.54939,588.21278,554.87586,550.4685,594.4655
"1","2","3","2","2","1","1","2",436.83538,441.83672,402.48157,413.61495,434.82502
"2","3","2","2","3","2","4","1",651.91725,597.24462,608.02687,607.60231,622.3621
"4","4","1","4","4","2","4","4",476.82945,461.65603,489.06447,482.46188,433.74518
"2","1","3","2","2","1","2","1",652.81875,620.29266,618.54942,588.76836,599.54757
"2","3","2","3","3","2","3","2",594.76442,580.30243,563.58944,602.52452,566.95641
"2","2","4","1","1","2","3","1",588.19745,559.70934,559.759,556.931,546.06145
"3","2","2","3","2","2","2","2",536.55102,547.79555,559.46071,499.2531,558.52178
"4","4","2","4","3","4","3","3",456.71899,451.41355,489.06447,520.35087,501.06626
"2","2","3","3","2","2","2","2",512.84809,528.57555,552.43162,543.86765,527.48084
"2","1","3","3","3","1","1","2",511.09394,528.57555,552.43162,464.17747,532.18587
"3","2","1","2","4","2","1","1",488.4931,490.40008,476.74642,520.57945,500.01062
"2","3","3","3","3","2","2","2",551.99491,570.91999,584.59863,561.18623,553.99256
"2","2","3","3","3","2","2","1",560.77157,541.90114,532.58615,582.54758,523.19307
"4","1","4","2","1","2","2","1",608.43095,617.02624,550.19275,588.42277,565.20371
"3","2","4","1","1","2","1","1",619.83477,587.40582,525.57475,583.95056,625.8523
"2","2","2","3","3","2","2","2",568.73792,539.62056,569.05156,570.3463,574.96681
"4","4","4","1","2","2","2","1",524.29028,517.36397,497.18775,535.4861,488.84593
"2","2","3","2","2","2","1","1",499.82242,434.70283,482.66684,473.64443,433.74518
"1","2","4","2","1","1","1","1",573.63735,560.98918,525.71438,539.96817,549.31164
"1","2","2","3","2","2","4","2",536.97002,618.50326,574.41388,528.06814,574.19949
"3","2","3","3","3","2","3","1",575.88571,570.03284,549.36723,585.13872,613.03851
"1","1","3","2","2","1","1","1",481.97701,483.36302,473.42932,431.67367,517.5959
"2","3","2","3","3","3","2","2",587.0523,611.86249,536.48933,585.66895,552.49424
"2","2","3","3","2","1","1","1",671.87485,604.19275,666.32494,606.91996,640.80464
"4","4","4","4","4","3","4","1",399.20456,384.81927,352.20892,450.4407,444.56514
"2","2","4","2","1","2","2","2",582.53828,544.65338,616.01309,595.90591,584.91924
"2","2","4","1","1","1","1","1",442.64028,433.43982,417.35263,404.12151,478.78642
"2","1","3","1","2","1","1","2",541.8665,534.91081,542.89911,490.03802,502.48889
"2","1","4","1","1","1","1","1",582.41208,597.60373,578.99431,557.52159,565.30003
"2","3","3","3","2","2","3","2",561.28257,512.58161,532.28179,518.57203,530.19358
"2","1","4","2","1","1","2","1",633.06073,588.26546,605.40482,594.37063,695.60805
"3","4","1","4","3","3","2","4",734.24688,629.95493,664.12743,629.40388,657.62783
"2","1","3","1","2","1","2","1",490.67785,408.15094,482.66684,470.49401,472.09526
"4","4","1","4","4","3","4","3",543.00971,525.82012,597.04325,592.56941,571.21741
"1","3","2","3","3","1","1","1",470.28792,513.14898,506.84589,543.05167,507.14109
"2","1","2","2","2","1","2","1",550.06754,511.2613,490.02417,549.65426,559.26007
"2","2","3","2","2","2","1","2",546.31549,516.68651,540.10543,556.87752,551.85257
"2","1","4","1","1","2","1","2",452.17098,487.01423,450.7835,435.5205,455.92748
"2","1","3","4","3","1","2","1",605.43273,653.47197,642.51445,541.79177,578.61343
"1","1","4","2","1","1","1","1",582.16915,558.6207,509.3031,546.19121,502.6929
"2","2","2","2","3","3","1","2",350.57224,344.86333,427.89103,391.88492,408.73517
"1","3","2","3","4","1","1","1",514.88242,530.76514,504.23032,539.97289,492.64077
"2","2","2","3","2","2","2","2",594.70417,550.97088,575.55456,574.1064,572.47131
"2","2","2","2","3","2","2","2",656.014,642.31389,594.63388,624.09023,579.04134
"2","2","3","1","1","2","1","1",562.79135,567.54688,577.27011,616.28213,616.32347
"2","1","1","1","3","2","3","1",548.17823,574.5027,564.19456,550.78576,593.63849
"3","3","2","2","2","3","3","2",661.42322,636.58574,575.34487,633.29731,655.06475
"2","2","3","2","2","2","2","2",557.70465,566.85247,564.73423,611.25258,618.09227
"1","3","2","3","3","1","1","2",577.80565,591.36336,563.12055,603.08514,586.03785
"2","2","3","2","2","2","1","2",664.42235,618.58942,574.09573,624.26318,655.06475
"1","1","3","4","3","2","1","4",495.0501,490.08389,490.27399,555.69789,523.71524
"1","2","2","3","3","2","1","2",540.0523,582.13137,524.85706,550.28632,516.09748
"2","2","4","2","2","2","2","1",551.50487,565.52364,532.90214,600.35524,550.48933
"2","1","4","2","1","1","2","1",545.30417,534.91081,527.42416,527.22454,545.0215
"2","1","4","1","1","1","2","2",499.31295,543.04071,487.07101,485.83483,570.94745
"2","2","3","3","2","2","2","2",535.68351,526.08219,544.39158,543.86765,524.04962
"2","1","3","3","2","1","2","2",545.43058,589.43204,595.01819,574.89683,601.0944
"1","2","3","3","2","1","2","1",613.9225,598.73417,557.36188,577.14976,590.69395
"3","1","3","1","2","3","3","1",610.73427,659.39657,545.80082,546.50385,651.97538
"2","3","2","3","3","2","3","2",547.91668,537.25454,527.49537,503.14643,502.13369
"2","1","4","2","1","2","1","1",619.83477,567.02089,616.2019,585.53973,695.60805
"1","1","4","1","1","1","1","2",585.16065,577.2531,613.35616,669.38158,637.93672
"1","2","3","2","1","1","1","1",626.77139,647.56883,642.47628,613.61504,592.00467
"4","3","2","3","2","3","2","2",599.26898,667.15822,626.47154,617.24715,526.852
"2","3","3","3","2","2","2","2",587.50977,559.70934,574.59425,539.33622,539.13663
"2","1","3","2","2","1","1","1",490.67785,505.09836,491.70977,485.83483,531.28347
"2","1","4","2","2","2","1","1",526.51879,563.10566,511.31395,511.25865,506.14843
"2","2","4","1","2","1","1","2",613.8769,608.17103,629.791,603.98078,554.36365
"1","2","4","1","1","1","1","1",455.22273,454.8753,433.84345,425.27173,455.92748
"3","3","2","3","3","2","2","2",619.64761,569.29736,600.60739,628.51482,646.38693
"3","3","2","2","3","2","4","2",571.95668,548.36107,575.01293,541.06713,594.4655
"2","2","4","2","1","2","1","2",503.17247,529.89082,508.95892,505.06517,553.28125
"2","2","3","2","2","2","2","1",634.17819,619.71533,634.20474,603.98078,561.11184
"3","4","3","4","2","2","3","2",541.55915,525.82012,519.79931,543.80945,532.61984
"2","2","2","3","3","1","1","2",439.37053,455.04689,452.90435,404.12151,424.88715
"1","2","3","2","2","2","1","1",578.91711,580.03697,593.55679,546.40449,597.88134
"2","2","2","2","3","2","1","1",601.0733,592.75268,501.96223,571.40164,600.20995
"2","4","2","4","4","1","4","3",477.16693,450.05669,499.62417,522.86677,538.80759
"2","1","4","1","1","1","1","1",649.02813,640.72936,662.178,636.38748,634.21676
"1","2","3","3","2","2","2","1",637.60782,523.89958,607.79875,575.88134,553.56003
"2","2","3","3","3","2","2","2",499.06615,559.96617,522.78447,504.49757,521.9324
"3","4","1","4","4","3","3","3",557.05433,576.25925,580.46291,543.85462,606.99661
"2","1","3","1","2","2","2","1",671.78926,577.39142,587.24887,596.97029,624.16751
"1","2","3","2","2","2","2","1",605.72777,589.9725,627.52826,654.09229,550.69785
"1","3","2","3","3","1","1","1",437.28613,445.04923,471.77129,459.59061,480.02217
"2","2","1","2","3","2","2","2",649.23544,594.1309,619.50222,656.68199,640.05302
"2","2","3","2","2","2","2","1",542.96198,548.86447,594.66135,588.54481,567.33078
"1","3","2","3","4","2","4","4",446.46357,455.67537,415.00891,527.37665,494.40556
"4","3","2","3","3","3","1","2",439.37053,477.54512,500.60568,458.47307,473.96385
"2","2","3","3","2","1","1","2",497.38853,490.08389,479.53762,485.83483,458.03557
"4","4","1","4","4","4","3","3",485.87693,511.65328,478.82313,521.29187,481.8244
"2","2","4","2","1","1","4","4",626.03537,672.96133,658.74927,672.14823,650.10474
"1","4","1","1","3","3","3","2",493.10991,448.22877,493.61897,448.19936,443.77505
"3","1","4","1","1","2","3","2",653.58042,645.87575,636.31931,627.13154,645.52372
"2","2","3","4","1","1","2","1",612.00022,597.79844,578.0412,580.49232,534.8904
"1","3","3","2","2","2","1","1",427.53469,420.60171,397.36167,422.26059,412.63062
"2","2","4","3","2","2","2","3",582.53828,638.36631,564.96564,605.20362,602.97889
"2","2","4","1","2","1","2","1",612.77949,676.06611,614.61414,632.39705,619.00441
"3","4","2","4","4","2","2","2",618.71772,653.63217,600.60667,590.971,655.50487
"4","4","1","4","3","4","4","4",537.75306,525.10888,496.00128,521.13719,563.77719
"2","1","4","1","1","1","1","1",704.57194,679.17993,669.42194,703.89865,708.28798
"1","1","4","1","1","1","1","1",656.48541,637.12292,659.9912,601.23198,612.13775
"3","4","4","3","3","3","2","1",581.68624,624.72186,605.3791,605.20362,579.93646
"2","2","3","2","2","2","1","1",434.65063,448.13266,411.63224,417.1046,448.92451
"1","2","3","2","2","1","2","1",596.84333,566.69967,549.68785,612.08376,587.006
"1","2","3","2","3","1","2","2",424.46645,457.6261,397.36167,447.80399,453.37147
"1","2","4","2","2","2","1","1",547.46145,500.17377,536.57401,512.08346,492.48445
"1","1","3","4","3","1","1","1",570.94038,485.92796,495.25427,534.71641,520.58516
"4","4","4","4","4","4","4","4",535.31153,562.61295,538.68087,530.29398,533.37525
"1","1","4","1","1","2","1","1",568.13756,516.62428,542.19151,544.0017,504.18927
"1","1","3","2","2","1","1","1",442.84973,501.52715,488.28443,475.88084,447.10535
"4","3","1","2","4","3","4","4",538.22722,523.63926,502.80113,500.43982,517.91284
"2","2","4","2","1","1","3","2",632.03873,657.29693,667.58179,619.60796,629.89494
"1","2","4","2","3","2","1","2",504.66395,525.79332,491.1987,477.07054,454.90066
"4","4","2","4","3","2","4","3",582.91229,515.87247,542.24779,556.45763,569.73571
"1","2","3","3","2","1","2","1",535.92838,526.08219,531.11044,579.44602,530.74047
"3","1","3","3","2","3","2","1",611.66498,652.89648,590.60641,575.129,637.84359
"2","2","3","3","3","1","2","1",452.48444,455.67537,495.70679,482.73244,497.24979
"1","2","2","1","3","2","3","2",609.45519,659.39657,587.52947,594.46301,594.98603
"1","2","3","2","2","2","1","1",564.57278,569.08674,564.79052,522.93051,543.476
"2","2","4","2","2","2","2","2",531.90561,600.97357,527.58427,535.7622,529.59335
"2","3","2","3","2","2","1","2",551.56512,594.7146,607.14661,592.80846,620.18969
"3","3","3","3","3","3","3","1",568.69731,582.3538,553.32257,549.39336,607.65089
"4","4","2","4","3","2","3","1",525.75743,524.23066,480.00065,471.78665,508.32904
"3","4","4","3","3","2","3","2",513.8361,553.94781,511.75455,509.97996,516.91126
"1","2","4","2","2","1","1","1",468.73304,504.45674,543.0517,543.05167,540.30468
"2","2","3","2","2","2","2","2",604.49062,625.88834,612.14983,659.16504,613.11431
"2","2","2","2","2","2","2","2",521.78606,519.85239,534.56881,542.26422,513.08206
"2","3","3","3","2","3","2","3",587.50977,588.21278,575.23631,577.08869,528.58643
"2","2","4","3","2","2","2","1",551.50487,521.22148,536.57401,538.94485,545.8479
"1","1","4","2","2","1","1","1",530.21761,515.37113,483.0743,490.69563,524.83714
"1","3","1","2","3","1","1","1",634.2648,612.39926,594.56083,604.7672,630.0055
"2","2","3","2","2","2","2","2",684.20562,606.12089,573.58137,623.34363,601.86674
"1","1","4","3","2","2","1","1",562.18,555.01406,539.73646,565.92192,553.22648
"1","1","4","1","2","2","1","2",566.29914,588.91745,590.11149,593.43456,567.14811
"1","2","4","3","1","1","2","2",424.32264,457.6261,456.50121,444.58634,372.64017
"2","1","3","1","2","1","1","1",601.02354,676.06611,606.18805,653.03972,641.71237
"4","3","3","3","2","3","3","4",662.3584,609.03682,582.02968,648.66963,648.41348
"3","4","4","3","1","1","1","1",541.55915,575.12522,581.8953,540.22189,558.30126
"2","1","1","4","4","1","4","1",472.31248,487.55942,496.67266,477.63752,522.81869
"1","2","4","2","2","1","1","1",547.09334,533.33675,531.11044,573.57873,529.2841
"1","3","4","2","1","1","1","1",573.63735,564.97054,548.04545,539.96817,547.14939
"3","3","3","3","2","2","2","2",496.64905,511.99411,477.69027,541.31213,540.94604
"2","2","3","2","2","2","2","2",640.6439,643.57022,584.75802,568.53512,559.06735
"2","1","4","1","1","1","1","1",526.12534,516.42105,475.28028,494.77412,485.22208
"1","2","3","1","1","1","1","1",528.36474,495.49667,495.8743,555.69789,558.80836
"2","2","4","2","1","1","1","1",681.07631,642.83115,635.89878,610.96653,631.85615
"2","1","4","1","1","1","1","1",588.90975,582.16402,632.2729,600.69118,596.77268
"3","2","4","2","2","1","2","1",595.70093,518.29405,551.65065,544.0017,572.63122
"2","1","4","1","1","1","1","1",592.2599,578.13204,575.72043,576.56236,537.94571
"2","3","4","3","2","2","2","2",556.24686,522.22735,515.79272,517.21564,552.19341
"2","2","3","2","2","2","2","2",555.36154,532.69164,519.25727,556.45763,530.74047
"3","4","2","4","3","1","2","2",625.12298,580.71278,570.54486,557.90464,548.98609
"2","3","3","4","4","4","2","2",642.12215,625.7037,641.17344,594.93145,613.86347
"1","2","3","2","2","2","1","1",564.57278,500.49961,513.46217,544.0017,504.18927
"2","2","3","3","2","2","2","1",526.67918,474.34535,511.0951,448.48747,491.60657
"2","2","3","2","2","2","1","1",639.06429,588.20672,619.50222,576.52531,621.08163
"2","2","4","2","1","1","2","1",629.25138,590.53299,672.98712,622.31497,673.7952
"1","3","3","2","2","1","1","1",548.4632,568.72516,587.10688,540.84758,597.53958
"2","1","4","2","1","2","1","1",656.82544,621.73877,627.12008,704.06863,593.97563
"2","1","4","2","2","2","3","2",514.88415,521.45521,569.59896,475.91184,524.50513
"2","2","4","1","1","1","2","1",603.70117,583.28881,573.7,542.39908,650.80333
"1","1","3","1","1","1","1","1",481.97701,502.85916,536.66991,505.00307,486.39085
"2","1","4","4","2","3","2","1",577.40151,566.51102,582.76599,539.96817,546.06145
"1","1","3","3","2","2","2","2",468.04231,459.62079,418.19965,450.26241,428.54526
"4","3","2","3","3","2","3","3",590.40937,638.36631,606.18805,610.48022,651.25884
"3","4","2","4","3","2","3","2",525.75743,518.60551,503.13718,548.85234,483.84531
"3","2","4","2","2","2","2","2",585.53507,554.49906,597.32631,517.38192,622.77319
"2","1","4","1","1","1","1","1",649.02813,628.84073,651.25314,630.38142,634.21676
"1","2","3","1","1","1","1","1",528.36474,563.10566,532.90214,509.2582,520.40013
"2","2","3","3","2","2","2","2",605.12853,633.03107,604.39965,583.67477,580.11544
"3","2","3","2","2","3","2","2",607.90123,586.54167,652.09254,589.0967,605.05888
"2","2","3","3","3","2","2","2",499.06615,498.80489,497.93548,526.15432,517.75981
"2","2","4","2","2","2","2","1",612.77949,582.58557,668.86961,623.8985,627.24949
"2","1","4","1","1","1","2","1",542.01275,544.10994,527.42416,512.13067,611.6724
"2","2","3","3","3","2","2","2",452.44475,487.83114,519.63571,440.07656,429.79957
"1","2","4","2","2","1","1","1",547.26788,631.09882,548.31267,585.76482,523.41174
"2","2","4","2","1","1","1","1",599.98485,627.55174,564.64503,677.04086,634.98859
"2","2","3","2","2","2","2","2",546.40851,589.27143,557.48196,585.42077,572.13509
"2","2","3","2","2","2","1","1",639.06429,523.89958,619.50222,640.65862,583.68677
"1","3","3","4","1","1","1","1",626.46902,615.12223,602.5811,629.67906,643.49799
"1","2","2","2","3","1","1","2",559.04693,525.52971,530.09097,593.93246,538.49404
"1","3","4","4","4","1","2","2",504.66395,448.81894,483.43401,491.67533,488.04959
"2","3","1","3","4","3","4","4",533.8341,523.63926,477.32139,471.78665,496.48934
"4","4","2","4","4","2","3","2",625.12298,672.96133,625.1512,672.14823,641.3063
"3","2","4","1","1","1","1","1",604.06267,617.92223,576.93622,590.24083,556.61503
"1","1","2","3","4","1","1","1",446.5798,471.41329,461.85911,447.80071,443.9007
"2","2","4","1","2","1","4","1",595.26148,546.28762,530.50327,602.52452,643.9778
"3","1","4","1","1","1","1","1",619.36397,562.89525,563.83402,576.56236,547.69639
"2","2","3","3","2","1","2","1",610.65865,603.18647,637.15646,628.90331,641.32877
"2","2","4","2","2","2","2","2",556.24686,612.3514,585.66163,572.55572,626.88393
"4","4","1","4","4","2","4","4",538.22722,491.8084,496.00128,526.15432,533.15648
"1","1","4","2","1","1","1","2",592.87725,621.34998,622.55529,606.45952,576.68739
"4","2","3","3","2","1","2","1",610.65865,598.73417,558.87535,594.89758,634.0186
"2","2","3","3","2","2","2","1",658.11286,629.10639,687.79027,648.09434,645.70937
"2","1","3","1","2","1","1","1",601.02354,668.08747,636.34822,601.53775,625.79301
"1","2","3","4","4","2","3","2",447.63558,436.38297,444.07707,461.64771,469.1459
"2","1","4","1","1","1","1","1",619.36397,656.58774,614.61414,598.88626,680.88577
"1","3","2","3","3","2","3","3",514.88242,546.11366,549.22544,580.95513,583.28563
"2","2","3","2","2","2","3","2",636.5902,602.99331,606.57812,623.97476,628.45662
"2","2","1","4","4","2","3","2",493.13322,468.07591,508.2579,468.82119,501.8866
"2","2","3","3","3","3","2","2",551.98666,545.97503,563.49251,561.18623,559.25761
"2","1","4","2","1","1","1","1",545.30417,499.01777,514.23337,512.13067,448.07329
"2","2","2","2","3","2","3","1",651.91725,609.28041,609.9942,615.22289,645.07754
"3","2","3","3","2","4","2","4",619.18129,612.07783,594.27962,625.70629,589.64242
"1","1","3","2","2","2","2","2",618.10311,570.94803,637.65879,583.56761,618.9003
"2","2","3","3","2","2","2","2",498.25736,516.14317,548.23365,522.5372,488.89014
"1","3","2","3","2","2","2","1",539.80357,566.6971,532.90214,597.519,550.48933
"3","3","3","3","3","3","3","1",491.51798,491.01603,500.97764,487.36046,511.47143
"2","1","1","4","4","1","4","2",492.98432,486.01987,489.97879,472.62419,454.90066
"2","1","4","1","1","1","1","1",649.02813,616.16055,686.71564,678.66133,651.20458
"1","3","2","3","3","1","1","1",593.78832,576.02398,563.58944,547.74743,558.31275
"4","2","3","2","1","3","1","2",452.17098,512.27158,528.17591,522.57589,447.10535
"4","4","1","3","3","2","3","3",472.3308,462.97069,500.60568,472.52545,477.91736
"2","2","2","3","2","1","3","2",481.72716,427.48216,468.48815,501.91188,488.04959
"2","2","4","2","2","2","1","1",585.28207,586.40704,618.08434,608.89824,596.77268
"2","1","4","2","1","1","1","1",594.35611,605.17756,652.36027,595.34242,651.61957
"1","4","4","3","1","1","1","1",558.35081,513.91989,570.56462,574.00704,519.02755
